Year;NA_Sales;Global_Sales
2006;0.35;0.47
2015;0.37;0.47
2011;0.04;0.47
1999;0.26;0.47
2007;0.43;0.47
2013;0.44;0.47
1995;0;0.47
2005;0;0.47
2011;0;0.47
2009;0.27;0.47
2003;0.23;0.47
2014;0.35;0.47
2006;0.33;0.47
2005;0.39;0.47
2012;0;0.47
1996;0.26;0.47
2010;0;0.47
2005;0.33;0.47
2011;0.24;0.47
2008;0.22;0.47
2007;0.43;0.47
2004;0.23;0.47
2005;0.36;0.47
2004;0.3;0.47
2007;0.46;0.47
2002;0.23;0.46
2007;0.23;0.46
2008;0.26;0.46
2001;0.33;0.46
2007;0.35;0.46
2004;0.25;0.46
2005;0.34;0.46
2002;0.33;0.46
2011;0.44;0.46
1999;0.26;0.46
2007;0.4;0.46
2011;0.21;0.46
2005;0.33;0.46
2002;0.2;0.46
2007;0.25;0.46
1992;0;0.46
2001;0.13;0.46
1993;0;0.46
2002;0.33;0.46
2014;0.12;0.46
2011;0.13;0.46
2004;0.33;0.46
2012;0.2;0.46
2008;0.38;0.46
2006;0.37;0.46
2008;0.27;0.46
2007;0.23;0.46
2005;0.38;0.46
2010;0.36;0.46
2011;0.34;0.46
2005;0.38;0.46
2001;0.33;0.46
2008;0.19;0.46
1999;0.26;0.46
2006;0.23;0.46
2008;0.42;0.46
2016;0.04;0.46
1996;0.26;0.46
2013;0.26;0.46
2005;0.38;0.46
2011;0.09;0.46
2014;0.3;0.46
1983;0.43;0.46
2002;0.22;0.46
2003;0.22;0.46
2001;0.33;0.46
2003;0.33;0.46
2009;0.19;0.46
2015;0.11;0.46
2006;0.3;0.46
2011;0.43;0.46
2009;0.33;0.46
2015;0.26;0.46
2011;0.37;0.46
2009;0.22;0.46
2002;0;0.46
2008;0.18;0.46
2006;0.09;0.46
2015;0.24;0.46
2007;0.3;0.46
2000;0.25;0.46
2010;0.29;0.46
2015;0.08;0.46
1999;0.25;0.46
2005;0.22;0.46
2007;0.02;0.46
2006;0.42;0.46
2009;0.24;0.46
1994;0;0.46
2002;0.14;0.46
2013;0.19;0.46
2003;0;0.46
2010;0.22;0.46
2009;0.42;0.46
2015;0.05;0.46
2010;0.21;0.46
2003;0.36;0.46
2010;0.43;0.46
1995;0.25;0.46
2007;0.39;0.46
2011;0.2;0.46
2011;0;0.46
2015;0.13;0.46
2009;0;0.45
2014;0.26;0.45
2009;0.03;0.45
2005;0.33;0.45
2013;0.15;0.45
1999;0.25;0.45
2014;0.21;0.45
2007;0.42;0.45
1996;0;0.45
2014;0.12;0.45
2005;0;0.45
2003;0.34;0.45
2008;0.36;0.45
2004;0.34;0.45
1995;0;0.45
2007;0.42;0.45
2002;0.23;0.45
2012;0.03;0.45
2002;0.22;0.45
2012;0.21;0.45
2012;0.39;0.45
2011;0.13;0.45
2008;0.41;0.45
2006;0.38;0.45
2014;0.14;0.45
2008;0.42;0.45
2011;0.4;0.45
2008;0.3;0.45
1985;0.42;0.45
1998;0.25;0.45
2005;0.22;0.45
1998;0;0.45
2007;0.12;0.45
2004;0.22;0.45
2008;0.26;0.45
2003;0.34;0.45
2007;0.39;0.45
1981;0.42;0.45
2010;0.26;0.45
2011;0.3;0.45
2007;0.41;0.45
2016;0.17;0.45
2009;0.42;0.45
2015;0.08;0.45
1998;0.25;0.45
2009;0.27;0.45
2009;0.09;0.45
2004;0.32;0.45
2009;0.11;0.45
2013;0;0.45
2009;0.1;0.45
2001;0;0.45
2015;0.08;0.45
2003;0.22;0.45
1993;0;0.45
1998;0.36;0.45
2000;0.36;0.45
2008;0.19;0.45
2009;0.26;0.45
2014;0.09;0.45
2007;0.41;0.45
2007;0.41;0.45
2001;0.32;0.45
2006;0.22;0.45
1995;0;0.45
2009;0.21;0.45
2012;0.26;0.45
2004;0.32;0.45
2008;0.16;0.45
1995;0;0.45
2009;0;0.45
2010;0.17;0.45
1999;0;0.45
2008;0.09;0.45
2009;0.4;0.45
2004;0.04;0.45
2007;0.36;0.45
1994;0.25;0.45
2005;0.34;0.45
2010;0.38;0.45
2007;0.04;0.45
2004;0.35;0.45
1987;0.42;0.45
2004;0.35;0.45
2005;0.13;0.45
2003;0.36;0.45
2000;0.25;0.45
2002;0.22;0.45
1996;0.14;0.45
2015;0.13;0.45
2008;0.18;0.45
1981;0.42;0.45
2004;0.22;0.45
2004;0.32;0.45
2008;0.11;0.45
2009;0.24;0.45
2009;0.42;0.45
2013;0.3;0.45
2004;0.22;0.44
2013;0.21;0.44
2006;0.37;0.44
2005;0.37;0.44
2005;0.06;0.44
1999;0.42;0.44
2004;0.22;0.44
2005;0.37;0.44
2015;0.19;0.44
2009;0.3;0.44
2002;0.22;0.44
2015;0.2;0.44
2004;0.22;0.44
2005;0.3;0.44
2009;0.41;0.44
2012;0.28;0.44
2013;0.14;0.44
2004;0.4;0.44
2003;0.22;0.44
2006;0.33;0.44
2013;0.26;0.44
2016;0.26;0.44
1996;0;0.44
2002;0.35;0.44
2005;0.37;0.44
2009;0.19;0.44
2009;0.25;0.44
2005;0.33;0.44
2003;0;0.44
1997;0.25;0.44
2011;0.18;0.44
1999;0.07;0.44
2012;0.19;0.44
2011;0.28;0.44
2006;0.33;0.44
2008;0.1;0.44
2007;0.4;0.44
2007;0.36;0.44
2005;0;0.44
2000;0.25;0.44
1996;0.25;0.44
1996;0;0.44
1991;0.16;0.44
1997;0.35;0.44
2009;0.2;0.44
2009;0.41;0.44
2010;0.18;0.44
2005;0.34;0.44
2007;0;0.44
2001;0.24;0.44
2007;0.41;0.44
2007;0.4;0.44
2009;0.19;0.44
2004;0.34;0.44
2002;0;0.44
2000;0.24;0.44
2004;0;0.44
2010;0.26;0.44
2003;0.34;0.44
2003;0.31;0.44
2003;0;0.44
2010;0.41;0.44
2012;0.26;0.44
2002;0.34;0.44
2003;0.31;0.44
2012;0.28;0.44
2002;0.34;0.44
2004;0.31;0.44
2005;0.36;0.44
2009;0;0.44
1996;0;0.44
2007;0.4;0.44
2005;0;0.44
2010;0;0.44
2002;0.21;0.44
2011;0.41;0.44
2007;0.36;0.44
2007;0.19;0.44
2006;0.16;0.44
2002;0.35;0.44
2009;0.41;0.44
2004;0.26;0.43
2010;0.19;0.43
2011;0.2;0.43
2009;0.39;0.43
2003;0.21;0.43
2001;0.41;0.43
2004;0.31;0.43
2008;0.17;0.43
2001;0.24;0.43
2001;0.32;0.43
2005;0.31;0.43
2013;0.01;0.43
2005;0.36;0.43
2014;0.13;0.43
2010;0.41;0.43
1996;0;0.43
2003;0.4;0.43
2016;0.22;0.43
2015;0.35;0.43
2010;0.38;0.43
2003;0.21;0.43
2016;0.18;0.43
2001;0.24;0.43
2014;0.16;0.43
2000;0.21;0.43
1981;0.4;0.43
2004;0.21;0.43
2009;0.28;0.43
2002;0.31;0.43
2003;0.18;0.43
1994;0;0.43
2010;0.23;0.43
2010;0.12;0.43
2012;0.21;0.43
2004;0.31;0.43
2009;0.15;0.43
2003;0.21;0.43
2010;0.24;0.43
2007;0.35;0.43
1998;0.28;0.43
1997;0.25;0.43
2012;0.15;0.43
2008;0.39;0.43
2006;0.33;0.43
2004;0.36;0.43
2013;0;0.43
2003;0.21;0.43
1996;0.1;0.43
2009;0.37;0.43
2001;0.09;0.43
2012;0.21;0.43
2007;0.16;0.43
2006;0.17;0.43
2008;0.21;0.43
2006;0.07;0.43
2006;0.02;0.43
2014;0.23;0.43
2002;0.33;0.43
2009;0.39;0.43
2008;0.39;0.43
2002;0.31;0.43
2012;0.21;0.43
2010;0.27;0.43
2003;0.33;0.43
2009;0.37;0.43
2007;0.39;0.43
2011;0.24;0.43
2009;0.21;0.43
1997;0.24;0.43
2014;0.18;0.43
2005;0.21;0.43
2007;0.15;0.43
2006;0.11;0.43
2006;0.39;0.42
1997;0;0.42
2011;0;0.42
2002;0.33;0.42
2009;0.22;0.42
2009;0.13;0.42
2008;0.23;0.42
2007;0.21;0.42
2001;0.14;0.42
2009;0.24;0.42
2006;0.35;0.42
2005;0.21;0.42
2003;0.33;0.42
2003;0.31;0.42
2009;0.23;0.42
2003;0.21;0.42
1999;0.24;0.42
1991;0;0.42
1998;0.24;0.42
2013;0.22;0.42
2005;0.33;0.42
2011;0.15;0.42
2004;0;0.42
2008;0.39;0.42
2007;0.34;0.42
2007;0.03;0.42
1997;0.24;0.42
2003;0.21;0.42
2003;0.23;0.42
2012;0.22;0.42
2010;0.2;0.42
2006;0.38;0.42
2009;0.42;0.42
2001;0.23;0.42
1997;0;0.42
2004;0.32;0.42
2005;0.3;0.42
2003;0.21;0.42
2007;0.21;0.42
2002;0.21;0.42
2007;0.33;0.42
2004;0.35;0.42
2010;0.19;0.42
2004;0.3;0.42
2009;0.37;0.42
2004;0.3;0.42
1998;0.23;0.42
2005;0.39;0.42
1999;0;0.42
2007;0.39;0.42
2008;0;0.42
2002;0.35;0.42
2004;0;0.42
2010;0.2;0.42
2003;0.21;0.42
1998;0.35;0.42
2000;0.34;0.42
2001;0.34;0.42
1999;0;0.42
2000;0.34;0.42
2004;0.32;0.42
2010;0.19;0.42
2015;0.09;0.42
2008;0.35;0.42
2014;0.24;0.42
2004;0.32;0.42
2004;0.32;0.42
2006;0.36;0.42
1995;0;0.42
2004;0.3;0.42
2008;0.21;0.42
2010;0;0.42
2005;0.32;0.42
2009;0.39;0.42
2007;0.2;0.42
2009;0.35;0.42
2005;0.36;0.42
2001;0.14;0.42
2008;0.39;0.42
2002;0.2;0.42
2005;0.32;0.42
2005;0.18;0.42
2010;0.21;0.42
2008;0.22;0.42
1998;0.02;0.42
2001;0.3;0.42
2006;0.31;0.42
2007;0.18;0.42
2006;0.31;0.42
2009;0.21;0.42
2010;0.39;0.42
2015;0.19;0.42
2016;0.16;0.42
2010;0.13;0.42
2011;0.16;0.42
2011;0.16;0.42
2004;0.31;0.42
2010;0;0.42
2007;0.2;0.42
2000;0.17;0.42
1997;0.16;0.42
2004;0.2;0.42
2007;0.22;0.42
2004;0.2;0.42
1995;0;0.42
2009;0.26;0.42
2001;0.3;0.42
2007;0.36;0.41
2003;0.2;0.41
2003;0.15;0.41
2009;0.26;0.41
2013;0;0.41
2003;0.2;0.41
2001;0.3;0.41
2003;0.2;0.41
2001;0.3;0.41
2013;0.14;0.41
1998;0.41;0.41
2010;0.04;0.41
1999;0;0.41
1998;0.23;0.41
2007;0.34;0.41
2007;0.01;0.41
2007;0.37;0.41
2010;0.2;0.41
2000;0.23;0.41
2005;0.26;0.41
2009;0;0.41
2000;0.23;0.41
1999;0.23;0.41
2000;0;0.41
2015;0.16;0.41
1995;0;0.41
2012;0.28;0.41
2009;0.17;0.41
2014;0.18;0.41
2009;0.15;0.41
2015;0.21;0.41
2002;0.2;0.41
2007;0;0.41
2008;0.31;0.41
2010;0.21;0.41
2006;0.2;0.41
2007;0.27;0.41
1996;0;0.41
2005;0.34;0.41
2009;0.28;0.41
2009;0.36;0.41
2012;0.37;0.41
1996;0.23;0.41
2015;0.09;0.41
2009;0;0.41
2009;0.24;0.41
2008;0.36;0.41
2002;0;0.41
2011;0.36;0.41
2009;0.29;0.41
2011;0.3;0.41
1997;0.23;0.41
2009;0.23;0.41
1985;0;0.41
1999;0.1;0.41
1999;0.33;0.41
2008;0.08;0.41
2002;0.2;0.41
2014;0.05;0.41
2007;0.2;0.41
1997;0.13;0.41
2009;0.39;0.41
2008;0.18;0.41
2010;0.24;0.41
1999;0;0.41
2012;0.19;0.41
2014;0.14;0.41
2011;0.26;0.41
2010;0.16;0.41
2009;0.15;0.41
2013;0.2;0.41
2010;0.21;0.41
2006;0.35;0.41
2001;0.11;0.41
2006;0.2;0.41
2002;0.31;0.41
2006;0.37;0.41
2010;0.34;0.41
2010;0;0.41
1996;0.23;0.41
1998;0.15;0.41
2008;0.34;0.41
2001;0;0.41
2008;0.36;0.41
2010;0.21;0.41
2008;0.34;0.41
2008;0.22;0.41
2011;0.29;0.41
2011;0.18;0.41
2010;0;0.41
2009;0.23;0.41
1995;0;0.41
2005;0.34;0.41
1994;0;0.41
2001;0.2;0.41
2015;0.24;0.41
2011;0.26;0.41
2000;0.23;0.41
2005;0.34;0.41
2012;0.02;0.41
2012;0.18;0.41
2009;0.19;0.41
2009;0.38;0.41
2002;0.2;0.41
2003;0.23;0.4
2001;0.23;0.4
1983;0.38;0.4
2008;0.08;0.4
2014;0;0.4
2007;0.36;0.4
1981;0.38;0.4
2010;0.17;0.4
2014;0.13;0.4
2007;0.34;0.4
2003;0.31;0.4
2007;0.32;0.4
2008;0.13;0.4
2013;0;0.4
2008;0.12;0.4
1997;0;0.4
2009;0.33;0.4
2002;0.2;0.4
2012;0.38;0.4
2009;0;0.4
2014;0.1;0.4
1982;0.37;0.4
2005;0.2;0.4
2003;0.31;0.4
2005;0.3;0.4
2009;0.27;0.4
2008;0;0.4
2005;0.36;0.4
2008;0.2;0.4
2005;0.29;0.4
1997;0;0.4
2005;0.25;0.4
1999;0.22;0.4
2004;0.31;0.4
2014;0.29;0.4
1994;0;0.4
2014;0.31;0.4
2007;0.34;0.4
2009;0.22;0.4
2009;0.37;0.4
2016;0.23;0.4
1995;0;0.4
1999;0.22;0.4
2010;0.14;0.4
2008;0.12;0.4
2011;0;0.4
1999;0.32;0.4
1997;0.32;0.4
1999;0.37;0.4
1997;0.32;0.4
2001;0.2;0.4
2004;0.33;0.4
1999;0.22;0.4
2010;0.27;0.4
2009;0.06;0.4
2007;0.2;0.4
2005;0.33;0.4
2009;0.18;0.4
2007;0.2;0.4
2010;0.17;0.4
2001;0.29;0.4
2009;0.38;0.4
2005;0.32;0.4
2006;0.31;0.4
2009;0.22;0.4
2004;0.24;0.4
1999;0.22;0.4
2006;0;0.4
2004;0.29;0.4
2007;0.34;0.4
2010;0.32;0.4
2009;0.2;0.4
2014;0.19;0.4
2007;0.12;0.4
1999;0.22;0.4
1995;0;0.4
2013;0.24;0.4
2008;0.17;0.4
2002;0.31;0.4
2001;0.35;0.4
2000;0;0.4
2012;0.09;0.4
2003;0.19;0.4
1996;0.22;0.4
2010;0.22;0.4
2010;0.01;0.4
2004;0;0.4
2004;0.31;0.4
2010;0.26;0.4
2007;0.37;0.4
2015;0.17;0.4
2006;0.29;0.4
1995;0;0.4
2010;0.23;0.4
2005;0.33;0.4
2004;0.19;0.39
2013;0.17;0.39
2007;0.19;0.39
2005;0.26;0.39
2013;0.07;0.39
2012;0.19;0.39
2007;0.19;0.39
2015;0.15;0.39
1998;0.38;0.39
2009;0.36;0.39
2011;0.17;0.39
2008;0.14;0.39
2007;0.36;0.39
2008;0.37;0.39
2011;0;0.39
2000;0.22;0.39
1997;0.22;0.39
1982;0.37;0.39
2002;0;0.39
2003;0.28;0.39
2008;0.34;0.39
2008;0.32;0.39
2011;0.14;0.39
2002;0.29;0.39
2008;0.18;0.39
2002;0;0.39
2009;0.39;0.39
2011;0.08;0.39
2008;0.36;0.39
2012;0.24;0.39
2008;0.23;0.39
1981;0.37;0.39
2008;0.36;0.39
2006;0.14;0.39
1998;0.22;0.39
2008;0.36;0.39
2004;0.3;0.39
2013;0.18;0.39
2013;0.31;0.39
2001;0;0.39
2012;0.18;0.39
2011;0.18;0.39
2012;0.14;0.39
2009;0.22;0.39
2011;0.19;0.39
2005;0.34;0.39
2010;0.18;0.39
2011;0.25;0.39
2011;0;0.39
2005;0;0.39
2003;0.29;0.39
2015;0.3;0.39
2004;0.28;0.39
1999;0.36;0.39
2000;0;0.39
1998;0.31;0.39
1999;0.31;0.39
2005;0.23;0.39
2009;0;0.39
2003;0.19;0.39
2008;0.36;0.39
2000;0.16;0.39
2002;0.19;0.39
2010;0.37;0.39
2012;0.23;0.39
2012;0.22;0.39
1991;0;0.39
2005;0.19;0.39
2006;0.33;0.39
2009;0.24;0.39
2008;0.07;0.39
2008;0.34;0.39
2003;0.19;0.39
2013;0.16;0.39
1992;0;0.39
2013;0.22;0.39
2001;0;0.39
2007;0.35;0.39
2011;0.36;0.39
2005;0.28;0.39
2006;0.19;0.39
2014;0.35;0.39
1994;0;0.39
2002;0.19;0.39
2005;0.29;0.39
2009;0.26;0.39
2009;0.36;0.39
2007;0.19;0.39
2008;0.19;0.39
1981;0.36;0.39
1999;0;0.39
2011;0.12;0.39
2006;0.27;0.39
2009;0.2;0.39
2009;0;0.39
2003;0.28;0.39
2007;0.38;0.38
2015;0.13;0.38
2003;0.19;0.38
2013;0.05;0.38
2008;0.16;0.38
1996;0.21;0.38
2009;0.09;0.38
1991;0;0.38
2003;0.07;0.38
1998;0;0.38
1997;0.21;0.38
2013;0.16;0.38
1998;0;0.38
2009;0.24;0.38
2004;0.29;0.38
2007;0.19;0.38
2008;0.36;0.38
2009;0.17;0.38
2007;0;0.38
2012;0.17;0.38
2008;0.27;0.38
2009;0;0.38
2015;0;0.38
2010;0.15;0.38
2005;0.27;0.38
2009;0.13;0.38
2001;0.19;0.38
2002;0.3;0.38
2015;0.22;0.38
2007;0.07;0.38
2002;0;0.38
2002;0.27;0.38
2008;0.1;0.38
2002;0.19;0.38
2007;0.29;0.38
1995;0;0.38
2011;0.11;0.38
2007;0.35;0.38
2005;0.3;0.38
2014;0.21;0.38
1994;0.11;0.38
2016;0.15;0.38
2009;0.12;0.38
1998;0.21;0.38
2000;0;0.38
2005;0.19;0.38
2004;0.19;0.38
2013;0;0.38
2003;0.29;0.38
2010;0.19;0.38
2015;0.16;0.38
2004;0.27;0.38
2012;0.15;0.38
2003;0.19;0.38
2006;0.31;0.38
2006;0.3;0.38
1996;0;0.38
2002;0.07;0.38
2000;0.19;0.38
1991;0;0.38
2009;0.13;0.38
2008;0.19;0.38
2008;0.32;0.38
2008;0.21;0.38
2011;0.34;0.38
2010;0.16;0.38
2010;0.18;0.38
2009;0.11;0.38
1996;0;0.38
1999;0.21;0.38
2009;0.13;0.38
2002;0.28;0.38
2007;0.32;0.38
1998;0.21;0.38
1995;0;0.38
2007;0.14;0.38
2003;0.24;0.38
2011;0;0.38
2012;0.12;0.38
2000;0.21;0.38
1999;0.21;0.38
2012;0.26;0.38
2016;0.02;0.38
2011;0.16;0.38
2014;0.19;0.38
2008;0.12;0.38
2010;0.32;0.38
2008;0.35;0.38
2010;0.22;0.38
1982;0.35;0.38
2010;0.35;0.38
2013;0.05;0.38
2004;0.18;0.38
2005;0.28;0.38
2014;0;0.38
2010;0.24;0.38
2010;0.12;0.38
2006;0.34;0.38
2011;0.11;0.38
2011;0.28;0.38
2009;0.13;0.38
2009;0.31;0.38
2011;0.15;0.38
2004;0.29;0.38
2005;0.32;0.38
2008;0.35;0.37
1986;0.35;0.37
2008;0.35;0.37
2006;0.09;0.37
2009;0.35;0.37
2012;0.21;0.37
2014;0.12;0.37
2008;0.19;0.37
2009;0.13;0.37
2007;0.32;0.37
1997;0;0.37
2010;0.35;0.37
2009;0.12;0.37
2008;0.16;0.37
2005;0.29;0.37
2016;0.14;0.37
2007;0.18;0.37
2002;0.28;0.37
2007;0.34;0.37
2006;0.34;0.37
1994;0.08;0.37
2006;0.18;0.37
2009;0.17;0.37
2016;0.2;0.37
2011;0;0.37
2008;0.34;0.37
2015;0.21;0.37
2002;0.29;0.37
2003;0.18;0.37
2004;0.18;0.37
2010;0.09;0.37
2006;0.18;0.37
2002;0.18;0.37
2010;0.35;0.37
1994;0;0.37
1995;0;0.37
2011;0.21;0.37
2011;0.14;0.37
2007;0.31;0.37
1998;0;0.37
2011;0.21;0.37
2007;0.06;0.37
2009;0.35;0.37
2000;0;0.37
1999;0.3;0.37
2000;0.3;0.37
1981;0.35;0.37
2004;0.29;0.37
2012;0.05;0.37
2009;0.14;0.37
2007;0.1;0.37
2008;0;0.37
2002;0.28;0.37
2007;0;0.37
2003;0.26;0.37
2009;0.12;0.37
2009;0.17;0.37
2003;0;0.37
2015;0.11;0.37
2006;0.33;0.37
2005;0.34;0.37
1994;0;0.37
2006;0.17;0.37
1999;0.37;0.37
2014;0.13;0.37
2005;0.3;0.37
1994;0;0.37
2006;0.09;0.37
2008;0.34;0.37
2014;0.11;0.37
2011;0.09;0.37
1998;0;0.37
2011;0.11;0.37
1997;0;0.37
2013;0.2;0.37
2012;0.17;0.37
2015;0.25;0.37
2009;0;0.37
2007;0.3;0.37
2006;0.34;0.37
2008;0.31;0.36
2009;0.25;0.36
2007;0.33;0.36
2004;0.28;0.36
1994;0;0.36
2008;0.08;0.36
1996;0;0.36
2010;0.24;0.36
2001;0.18;0.36
2016;0.09;0.36
1994;0;0.36
1993;0;0.36
2002;0;0.36
2003;0.18;0.36
2005;0.18;0.36
2005;0.18;0.36
2010;0;0.36
2006;0.17;0.36
2008;0.07;0.36
2013;0.17;0.36
2013;0.21;0.36
2008;0.21;0.36
2001;0.11;0.36
2005;0.18;0.36
2010;0.24;0.36
2009;0.21;0.36
1997;0.2;0.36
2013;0.04;0.36
2002;0.26;0.36
2001;0.14;0.36
2009;0.33;0.36
1997;0;0.36
2008;0.29;0.36
2009;0.33;0.36
2012;0.19;0.36
1997;0;0.36
1997;0.2;0.36
2000;0.18;0.36
2005;0.27;0.36
1993;0.25;0.36
1997;0.07;0.36
1997;0.29;0.36
2000;0.29;0.36
2013;0.13;0.36
2008;0.33;0.36
2001;0.2;0.36
2009;0.2;0.36
2001;0.26;0.36
2008;0.33;0.36
2004;0.27;0.36
2014;0.12;0.36
2002;0;0.36
1994;0;0.36
2013;0.23;0.36
1999;0.2;0.36
2011;0.3;0.36
2009;0.33;0.36
2011;0.27;0.36
2003;0.27;0.36
2007;0.33;0.36
2005;0;0.36
2015;0.23;0.36
2007;0.07;0.36
2004;0.18;0.36
2004;0;0.36
2010;0.18;0.36
2012;0.11;0.36
2012;0;0.36
2011;0.24;0.36
2003;0.18;0.36
2003;0.18;0.36
2000;0;0.36
2008;0;0.36
2009;0;0.36
2001;0;0.36
2007;0.33;0.36
2013;0.06;0.36
2013;0.19;0.36
2011;0;0.36
1995;0;0.36
1981;0.33;0.36
2010;0.29;0.36
2002;0.27;0.36
2010;0.23;0.36
2011;0;0.36
1998;0.2;0.36
1994;0;0.36
2008;0.25;0.36
2010;0.21;0.36
2001;0.17;0.36
2009;0.24;0.36
2009;0.17;0.36
2009;0;0.36
1999;0;0.36
2008;0.33;0.36
1997;0.06;0.36
2001;0.25;0.36
2009;0.16;0.35
2007;0.32;0.35
1998;0.2;0.35
2006;0.28;0.35
2005;0.25;0.35
2016;0.23;0.35
2005;0.17;0.35
2005;0.27;0.35
2006;0.08;0.35
1996;0;0.35
2013;0.1;0.35
2007;0.22;0.35
2004;0.17;0.35
2010;0.25;0.35
2013;0;0.35
2010;0.09;0.35
2003;0;0.35
2009;0.14;0.35
2012;0.19;0.35
2003;0.17;0.35
2002;0.25;0.35
2003;0.26;0.35
2009;0.13;0.35
2006;0;0.35
2014;0.08;0.35
2016;0.16;0.35
1995;0.04;0.35
2009;0.17;0.35
1993;0;0.35
2001;0.15;0.35
2003;0.17;0.35
2000;0.03;0.35
2003;0.25;0.35
2011;0;0.35
2011;0.2;0.35
2010;0.31;0.35
2008;0.3;0.35
2009;0.13;0.35
2013;0.21;0.35
2007;0.23;0.35
2000;0;0.35
2013;0.05;0.35
2010;0.11;0.35
2011;0.18;0.35
2010;0.23;0.35
2003;0.17;0.35
2006;0.27;0.35
2003;0.25;0.35
2005;0.32;0.35
2004;0.17;0.35
2000;0.19;0.35
2003;0.26;0.35
2011;0.18;0.35
2010;0.13;0.35
2007;0.17;0.35
2009;0.17;0.35
2002;0.09;0.35
2008;0.11;0.35
2010;0.13;0.35
2008;0.23;0.35
2005;0.17;0.35
2001;0;0.35
2008;0.17;0.35
2002;0.17;0.35
2003;0.17;0.35
2004;0.27;0.35
2008;0.32;0.35
2003;0.17;0.35
2015;0.1;0.35
2000;0;0.35
1998;0.19;0.35
2000;0.1;0.35
2007;0.3;0.35
1999;0.19;0.35
1996;0;0.35
2002;0.17;0.35
2010;0.18;0.35
2006;0.32;0.35
2012;0.06;0.35
2006;0.27;0.35
2011;0.09;0.35
2015;0.16;0.35
2005;0.17;0.35
2007;0.3;0.35
2008;0.08;0.35
1998;0;0.34
2009;0.32;0.34
2005;0.25;0.34
2011;0;0.34
2011;0.11;0.34
2002;0.25;0.34
2008;0.17;0.34
2006;0.11;0.34
1999;0;0.34
1999;0.19;0.34
2007;0.2;0.34
2007;0.13;0.34
2004;0.1;0.34
2014;0.25;0.34
2007;0.31;0.34
2006;0.28;0.34
2006;0.27;0.34
1980;0.32;0.34
2002;0.25;0.34
2003;0.08;0.34
2010;0.15;0.34
2010;0.15;0.34
2004;0.17;0.34
1995;0;0.34
2011;0.19;0.34
2009;0.07;0.34
2004;0.25;0.34
2010;0.24;0.34
1997;0.19;0.34
2000;0.17;0.34
2004;0.26;0.34
2001;0.17;0.34
1982;0.32;0.34
1983;0.32;0.34
2016;0.17;0.34
2005;0.28;0.34
2011;0.29;0.34
2005;0.26;0.34
2009;0.14;0.34
2004;0.22;0.34
1981;0.32;0.34
2011;0.13;0.34
2007;0.31;0.34
2012;0.15;0.34
1995;0;0.34
1998;0.27;0.34
1982;0.32;0.34
2009;0.15;0.34
2011;0.22;0.34
1998;0.19;0.34
2008;0.29;0.34
1981;0.32;0.34
2007;0;0.34
2004;0.17;0.34
2011;0.14;0.34
2006;0.25;0.34
2007;0;0.34
1997;0.05;0.34
2009;0.31;0.34
2008;0.31;0.34
2014;0.13;0.34
2007;0.28;0.34
2008;0.14;0.34
2008;0.3;0.34
1998;0.19;0.34
2011;0.09;0.34
2002;0.25;0.34
2013;0.15;0.34
2008;0.31;0.34
2008;0.29;0.34
2013;0.18;0.34
2005;0.24;0.34
2011;0.11;0.34
2003;0.26;0.34
2009;0.21;0.34
2009;0.1;0.34
2010;0;0.34
2016;0;0.34
2007;0.28;0.34
2007;0.29;0.34
2012;0.17;0.34
2008;0.04;0.34
2011;0.27;0.34
1996;0.19;0.34
2001;0.16;0.34
2006;0.3;0.34
2015;0.17;0.34
2005;0.25;0.34
2009;0.12;0.34
2005;0.16;0.34
2011;0;0.33
2011;0.06;0.33
2009;0.14;0.33
2006;0.21;0.33
2009;0.17;0.33
2008;0.15;0.33
1996;0.06;0.33
2011;0.13;0.33
2012;0.09;0.33
2011;0.23;0.33
2003;0.16;0.33
2003;0.24;0.33
1998;0.06;0.33
2010;0;0.33
2007;0.14;0.33
2006;0.27;0.33
2006;0.14;0.33
2009;0.12;0.33
1998;0.19;0.33
2009;0;0.33
2011;0.31;0.33
2010;0.15;0.33
2004;0.13;0.33
2012;0.14;0.33
2009;0;0.33
2009;0.26;0.33
2011;0.2;0.33
2003;0.26;0.33
2007;0.14;0.33
2005;0.26;0.33
2003;0.25;0.33
2007;0.29;0.33
2009;0.31;0.33
2010;0.31;0.33
2001;0.12;0.33
2003;0.25;0.33
2010;0.12;0.33
2008;0.3;0.33
2002;0.16;0.33
2001;0.25;0.33
2006;0.21;0.33
2009;0.31;0.33
1999;0;0.33
2015;0.09;0.33
2004;0.26;0.33
2011;0;0.33
2012;0.14;0.33
2002;0.16;0.33
2005;0.24;0.33
2014;0.21;0.33
2002;0.16;0.33
1999;0;0.33
2011;0.15;0.33
2012;0.22;0.33
1990;0;0.33
1994;0;0.33
2009;0.17;0.33
2006;0.26;0.33
2008;0.3;0.33
2009;0.16;0.33
2016;0.1;0.33
2001;0.16;0.33
2004;0.17;0.33
2014;0.1;0.33
2009;0.14;0.33
2006;0.26;0.33
2001;0.24;0.33
2003;0.05;0.33
2008;0.08;0.33
1998;0.26;0.33
2011;0;0.33
2009;0.17;0.33
1998;0.18;0.33
2006;0.09;0.33
2010;0.26;0.33
2010;0.27;0.33
2002;0.1;0.33
1991;0;0.33
2008;0.31;0.33
2011;0.15;0.33
2005;0.25;0.33
2006;0.22;0.33
2007;0.11;0.33
2013;0.01;0.33
